age,income,loan_amount,credit_history_years,existing_loans,employment_years,debt_to_income,default
53,65885.13,14707.53,4,3,27,0.223,0
33,79336.49,30229.88,19,0,21,0.381,0
46,63780.06,19592.26,20,4,16,0.307,0
42,39628.97,14301.82,17,3,8,0.361,0
59,28479.89,9836.47,17,0,2,0.345,0
22,10000.0,6931.16,4,4,24,0.693,1
58,53650.32,6143.49,10,2,6,0.115,0
59,61580.32,6932.05,12,3,29,0.113,0
46,47962.73,17247.62,2,0,11,0.36,0
35,68674.92,14855.44,16,4,28,0.216,0
54,23596.2,12392.68,24,2,2,0.525,1
62,46575.22,20891.82,17,4,8,0.449,1
64,44993.98,29473.4,13,2,13,0.655,1
60,47797.83,8413.22,11,0,22,0.176,0
31,73358.63,9605.71,13,4,22,0.131,0
23,47903.16,1000.0,17,4,22,0.021,0
26,44104.15,14789.35,19,1,17,0.335,0
29,31266.13,13979.04,1,3,10,0.447,1
26,76571.59,22142.32,6,4,3,0.289,1
29,21376.08,14305.5,14,2,25,0.669,0
59,38940.01,10295.13,9,3,7,0.264,0
51,83878.74,16541.49,14,0,27,0.197,0
52,59364.87,19456.55,16,3,17,0.328,0
61,49596.47,2058.17,10,1,12,0.041,0
32,50433.84,23055.13,1,0,3,0.457,1
28,31072.44,25450.42,20,4,9,0.819,1
28,48629.46,19379.64,17,0,7,0.399,0
48,43002.68,7523.56,24,0,11,0.175,0
40,53592.57,12391.79,3,1,18,0.231,0
27,19875.17,24463.0,8,2,11,1.231,1
31,57957.04,7174.23,16,0,21,0.124,0
40,70332.59,20029.15,16,2,27,0.285,0
36,45923.54,14593.82,16,3,1,0.318,0
24,62941.97,16281.55,15,1,23,0.259,0
26,56206.93,8313.83,19,4,7,0.148,0
42,37845.2,17645.31,24,0,27,0.466,0
46,28829.49,17072.61,7,2,12,0.592,1
23,31632.23,2925.13,22,0,0,0.092,0
61,55857.85,14964.45,14,1,2,0.268,0
62,48877.1,19911.18,0,4,29,0.407,1
34,75501.86,11917.73,18,3,1,0.158,0
31,65817.4,1000.0,24,3,22,0.015,0
38,65775.7,14081.47,14,2,22,0.214,0
32,55261.62,26731.74,8,3,19,0.484,1
43,30756.02,12244.24,4,2,27,0.398,0
32,56506.79,26429.21,15,4,27,0.468,1
33,51277.06,8501.14,12,0,7,0.166,0
45,27232.37,5712.23,15,1,2,0.21,0
39,74198.99,14959.18,21,4,29,0.202,0
56,72045.79,8419.37,10,4,24,0.117,0
28,27117.02,17638.86,12,3,20,0.65,1
49,37244.1,12019.43,5,3,29,0.323,0
52,39001.0,26791.34,19,1,28,0.687,1
64,62197.03,11466.66,16,0,14,0.184,0
38,59894.5,15717.9,4,4,29,0.262,0
26,50888.14,19770.69,16,3,1,0.389,1
38,55477.15,22650.53,0,4,24,0.408,1
39,24247.36,26837.14,4,0,16,1.107,1
42,57627.23,13121.09,4,2,26,0.228,0
57,47982.29,11805.54,6,0,23,0.246,0
52,36419.14,1000.0,15,4,5,0.027,0
61,19349.87,31333.69,17,4,27,1.619,1
23,50539.22,17887.71,5,1,0,0.354,0
48,57139.2,21014.46,1,4,29,0.368,1
30,15950.36,19445.83,12,3,3,1.219,1
55,50369.72,15396.28,9,1,18,0.306,0
49,52444.8,17802.82,20,4,6,0.339,1
35,38915.41,10522.7,19,0,22,0.27,0
53,57596.76,12583.21,10,4,21,0.218,0
27,47346.75,7398.35,20,0,13,0.156,0
32,55663.42,27457.95,1,0,25,0.493,0
50,60684.94,19491.85,7,4,13,0.321,0
41,60696.14,30809.38,23,0,9,0.508,0
51,70336.41,33371.07,21,2,27,0.474,0
44,56766.5,3766.75,18,1,23,0.066,0
40,40459.19,22881.83,19,4,6,0.566,1
57,37044.2,4136.29,16,2,15,0.112,0
24,28733.82,16419.34,15,0,3,0.571,1
48,53023.59,17517.84,24,0,6,0.33,0
64,76426.23,4702.67,9,1,14,0.062,0
40,42830.95,9099.85,4,2,16,0.212,0
44,58992.16,17882.81,13,2,2,0.303,0
52,34954.4,16410.41,23,4,15,0.469,0
61,53896.1,6853.03,18,0,1,0.127,0
56,75186.94,9415.75,3,3,6,0.125,0
54,63724.96,3068.48,19,4,24,0.048,0
56,18583.76,5376.61,15,4,15,0.289,0
22,61413.9,12028.64,23,4,20,0.196,0
35,62324.52,22899.62,14,1,8,0.367,0
54,53469.74,23913.86,8,1,11,0.447,0
56,63350.44,29667.49,2,4,28,0.468,1
26,33329.96,18394.11,22,3,23,0.552,1
59,51265.26,16506.26,8,2,0,0.322,0
62,72203.48,18961.17,17,2,13,0.263,0
32,70398.99,18884.45,3,0,10,0.268,0
23,60960.9,2067.89,18,2,17,0.034,0
38,32340.1,30110.99,23,2,21,0.931,1
60,29190.72,1000.0,3,3,4,0.034,0
41,52290.87,24190.1,8,2,14,0.463,1
35,53615.48,15451.1,0,3,26,0.288,1
53,47992.56,6284.02,0,1,6,0.131,0
55,33904.3,19251.0,19,3,24,0.568,0
46,58739.22,14054.89,18,1,13,0.239,0
28,52203.31,9539.7,2,3,19,0.183,0
56,55796.49,3948.18,9,4,7,0.071,0
50,61868.68,3275.94,11,1,3,0.053,0
43,44527.0,10112.71,17,1,2,0.227,0
62,40224.83,11904.1,13,2,11,0.296,1
64,72151.31,5315.66,9,1,17,0.074,0
34,34852.83,15307.84,9,3,23,0.439,1
34,40616.52,6454.91,17,4,14,0.159,0
22,74684.96,17881.77,23,4,10,0.239,0
57,39059.51,24851.03,0,2,23,0.636,1
25,48027.65,17314.99,14,3,10,0.361,1
58,41760.6,14249.32,7,3,11,0.341,1
61,14335.57,10720.82,2,0,18,0.748,0
34,47533.85,26568.79,17,1,16,0.559,0
59,29787.56,13451.87,8,2,28,0.452,0
45,55091.61,34921.79,15,4,5,0.634,1
40,72112.77,5535.71,20,0,20,0.077,0
22,10000.0,17319.26,14,3,7,1.732,1
59,41861.66,26301.79,4,1,14,0.628,1
26,59046.46,9478.91,12,4,21,0.161,0
37,10000.0,13111.01,21,0,19,1.311,1
45,76725.31,20009.17,19,3,25,0.261,0
48,57597.84,18103.12,6,4,9,0.314,0
22,71664.26,19477.59,15,4,27,0.272,0
55,38721.04,24282.07,6,3,14,0.627,1
57,41133.58,12225.97,24,3,11,0.297,0
25,46781.27,26496.21,21,2,10,0.566,1
21,92764.18,1239.88,15,4,17,0.013,0
60,76362.11,23619.5,12,3,23,0.309,0
32,52646.95,24177.65,16,0,4,0.459,1
56,55088.04,8804.24,8,1,11,0.16,0
43,62698.08,3394.91,11,2,23,0.054,0
51,97831.1,13142.66,12,3,4,0.134,0
31,57654.4,18230.43,8,1,21,0.316,0
30,50919.19,12319.21,4,2,28,0.242,0
23,43228.03,19015.54,6,4,9,0.44,1
34,54698.3,30501.95,0,1,13,0.558,1
36,38259.56,4082.3,3,2,15,0.107,0
30,59921.85,1000.0,3,3,4,0.017,0
49,21348.07,14445.62,15,3,10,0.677,1
30,44789.99,9558.65,4,2,18,0.213,0
32,64692.66,11157.48,21,4,25,0.172,0
50,57382.47,25135.31,3,2,7,0.438,1
61,40747.51,14035.07,5,0,18,0.344,0
21,45359.51,14768.04,22,2,19,0.326,0
25,70706.69,11505.62,2,2,21,0.163,0
40,25791.97,14689.59,24,3,17,0.57,1
28,25908.13,17148.01,7,4,29,0.662,1
63,31407.32,37276.71,16,2,22,1.187,1
32,49786.44,17237.26,17,1,20,0.346,0
21,22865.24,24301.56,17,3,11,1.063,1
40,69060.03,16491.2,24,3,25,0.239,0
48,31514.15,1000.0,11,2,12,0.032,0
63,54487.11,10463.43,24,1,20,0.192,0
57,38418.54,17231.29,24,2,20,0.449,0
57,48690.06,20787.32,0,1,28,0.427,0
32,17933.08,16681.83,22,3,28,0.93,1
57,70026.32,22362.81,11,1,17,0.319,0
64,30770.04,3320.12,10,2,26,0.108,0
48,28675.67,15390.34,12,0,28,0.537,0
35,97580.18,25623.7,2,0,14,0.263,0
26,61086.15,7227.52,24,1,14,0.118,0
64,69248.33,23964.73,7,2,11,0.346,0
40,59177.83,23551.26,2,4,25,0.398,1
34,40950.39,5103.8,16,0,8,0.125,0
22,23863.0,17703.03,24,3,18,0.742,1
29,44023.59,16270.51,12,2,11,0.37,1
57,30436.81,13589.1,9,2,22,0.446,0
40,31637.7,2784.89,16,0,4,0.088,0
46,18336.25,12895.52,2,4,25,0.703,1
49,52289.52,13749.63,12,3,25,0.263,0
21,81468.24,1413.59,21,4,20,0.017,0
55,61162.73,4558.79,5,3,19,0.075,0
26,47884.19,7584.04,13,0,9,0.158,0
57,49188.56,6613.75,9,2,21,0.134,0
25,10000.0,17610.16,19,3,6,1.761,1
53,41523.29,22292.08,15,2,22,0.537,0
34,21466.48,12515.65,17,1,10,0.583,1
32,52688.25,21130.32,12,1,27,0.401,0
62,44800.48,22619.91,9,0,7,0.505,0
40,32613.91,14317.66,5,0,20,0.439,0
44,52237.93,18264.35,9,0,6,0.35,0
63,52065.58,13213.24,4,1,15,0.254,0
54,80372.48,6017.36,5,3,27,0.075,0
45,63728.35,9025.92,6,4,15,0.142,0
49,54339.46,17609.19,10,0,13,0.324,0
59,31049.71,14029.36,15,4,14,0.452,1
51,28531.22,20897.38,24,4,19,0.732,1
63,61976.96,1000.0,11,1,8,0.016,0
43,45998.61,1827.43,11,3,15,0.04,0
64,54987.31,2774.2,22,1,15,0.05,0
58,69560.01,16333.23,19,0,4,0.235,0
40,19737.22,3975.18,4,1,2,0.201,0
43,77940.71,17561.03,15,1,20,0.225,0
36,69387.64,21024.08,5,1,24,0.303,0
62,10000.0,27130.0,8,0,12,2.713,1
28,97061.85,26247.26,4,0,28,0.27,0
41,56427.53,9436.64,20,1,26,0.167,0
21,40429.23,1642.9,22,1,7,0.041,0
28,60381.24,9944.46,15,4,16,0.165,0
49,30450.51,22814.69,17,3,4,0.749,1
52,60922.57,11882.48,18,4,5,0.195,0
58,34130.07,14805.44,11,3,28,0.434,0
25,90407.19,10542.71,1,3,25,0.117,0
42,51202.0,27649.62,9,1,28,0.54,0
54,62996.46,6884.31,11,4,26,0.109,0
21,34278.7,15534.12,13,3,1,0.453,1
46,66329.92,23865.91,17,3,29,0.36,0
63,49748.4,29732.4,18,0,21,0.598,1
30,21762.97,9441.58,5,3,13,0.434,1
50,45224.75,22686.45,4,1,24,0.502,1
38,88622.22,9941.88,15,2,29,0.112,0
37,67179.54,26017.28,13,0,3,0.387,0
46,42420.5,28835.74,12,2,2,0.68,1
28,12616.68,7883.24,20,1,8,0.625,0
60,33350.18,20227.71,1,2,17,0.607,1
32,21870.52,23906.29,1,3,11,1.093,1
47,13099.84,12645.86,11,2,8,0.965,1
28,65711.82,19381.72,0,4,26,0.295,0
45,51247.75,19800.14,18,1,25,0.386,0
24,85902.17,31077.2,15,4,26,0.362,1
53,30047.16,1000.0,6,2,26,0.033,0
21,49954.38,14552.69,20,4,17,0.291,0
39,22116.51,4997.97,6,0,29,0.226,0
51,38102.53,15110.38,15,2,12,0.397,0
36,45557.8,8737.14,24,4,26,0.192,0
34,42506.92,12960.66,5,3,13,0.305,0
25,51070.81,8006.82,17,2,9,0.157,0
61,69432.19,16242.94,0,0,2,0.234,0
46,67328.35,23591.15,0,3,28,0.35,1
48,34613.31,12018.12,24,2,6,0.347,0
22,49392.92,26444.98,13,3,17,0.535,1
26,65881.93,23351.65,5,2,15,0.354,0
29,70714.73,31272.55,5,2,16,0.442,1
53,36776.87,18290.86,3,1,24,0.497,0
61,64163.29,14506.85,11,4,5,0.226,0
45,56622.93,2318.1,17,2,24,0.041,0
33,28680.22,8746.5,9,0,11,0.305,0
29,66003.16,13336.78,2,4,18,0.202,0
33,53030.86,14283.94,2,1,2,0.269,1
51,15172.19,33789.78,7,4,25,2.227,1
61,44122.93,13344.19,21,4,27,0.302,0
31,50797.15,1000.0,22,2,2,0.02,0
24,37883.51,20316.56,24,0,17,0.536,0
54,74564.57,19851.99,0,2,28,0.266,0
58,75289.37,11328.56,17,0,10,0.15,0
24,42350.2,32021.36,14,0,5,0.756,1
58,40155.49,1000.0,24,3,18,0.025,0
39,47375.31,24995.66,20,2,4,0.528,1
26,45998.39,12671.23,19,1,12,0.275,0
54,38149.96,7396.66,16,4,26,0.194,0
38,10000.0,34203.19,24,3,4,3.0,1
33,85096.24,20893.57,10,1,25,0.246,0
61,50008.36,12612.49,12,2,2,0.252,0
43,46433.8,12449.89,24,0,18,0.268,0
39,56503.38,17203.35,19,2,16,0.304,0
31,48398.85,11304.29,24,2,21,0.234,0
21,41393.68,25396.87,9,3,2,0.614,1
44,29887.08,15701.48,12,1,14,0.525,0
27,13227.74,23140.52,16,3,16,1.749,1
45,22912.42,16663.41,20,1,12,0.727,1
41,27666.52,21958.68,0,3,13,0.794,1
35,63018.44,25764.08,19,4,29,0.409,0
21,64492.46,28447.44,15,0,28,0.441,0
32,32364.02,18927.57,15,0,25,0.585,0
27,10000.0,8067.62,20,0,15,0.807,0
35,50182.41,13619.34,2,4,24,0.271,1
41,41569.16,14790.9,1,4,10,0.356,1
39,41074.75,10414.33,5,0,16,0.254,0
49,69118.75,9078.77,10,0,4,0.131,0
45,52773.05,16396.0,2,1,20,0.311,0
53,30472.41,7133.54,0,1,14,0.234,0
52,25871.74,5580.8,10,2,17,0.216,0
55,44747.77,1444.51,12,3,15,0.032,0
64,31871.74,18842.69,4,1,13,0.591,0
58,48552.05,17729.98,17,1,13,0.365,0
46,70522.84,12402.6,14,1,12,0.176,0
31,22404.35,22953.85,17,1,0,1.025,1
55,51755.59,7009.53,14,4,5,0.135,0
28,68301.0,18046.99,19,2,22,0.264,0
34,48276.25,15433.31,19,1,10,0.32,0
30,64431.62,9074.56,19,3,10,0.141,0
22,44254.55,11059.66,6,1,24,0.25,0
29,53416.56,10444.03,16,4,15,0.196,0
23,58815.7,17022.03,7,0,23,0.289,0
41,38559.95,19747.43,12,0,25,0.512,0
46,89813.52,11588.85,15,2,2,0.129,0
28,61551.6,9303.16,24,0,24,0.151,0
22,76059.71,16097.78,9,1,16,0.212,0
26,71420.48,1785.99,13,4,28,0.025,0
48,56545.79,15274.86,5,2,21,0.27,0
49,77715.79,27494.2,19,1,28,0.354,0
46,53758.29,9368.29,21,0,13,0.174,0
45,35404.49,13585.16,6,3,25,0.384,1
32,50296.38,23196.49,5,1,1,0.461,1
25,29876.66,21037.39,16,3,25,0.704,1
54,10000.0,15494.71,20,3,24,1.549,1
57,32949.16,14531.77,23,2,8,0.441,0
35,51457.63,5115.54,7,4,7,0.099,0
64,71238.5,18929.22,11,0,28,0.266,0
56,32889.62,4253.0,24,0,10,0.129,0
35,70203.25,1000.0,3,1,6,0.014,0
63,25786.34,23064.82,9,0,29,0.894,0
43,31609.55,18095.89,5,2,21,0.572,1
26,78983.13,22037.89,6,0,1,0.279,0
64,50952.42,9107.92,20,1,29,0.179,0
63,46527.56,18730.91,7,0,3,0.403,0
41,54705.6,11487.46,2,4,25,0.21,0
43,25871.93,12382.06,7,3,22,0.479,1
63,43383.04,22790.03,14,3,13,0.525,1
36,50053.22,13801.67,20,3,12,0.276,0
35,74627.62,9428.91,0,4,21,0.126,0
45,16591.66,4075.85,12,2,24,0.246,0
56,85259.81,17885.52,21,1,12,0.21,0
31,47507.05,23475.81,17,4,12,0.494,1
35,27788.88,8734.97,14,1,4,0.314,0
24,24167.31,20511.83,6,2,27,0.849,1
41,55462.99,7457.77,14,4,11,0.134,0
33,23055.81,20994.42,24,0,5,0.911,1
42,38797.53,15263.32,2,2,25,0.393,0
39,45001.94,17142.69,13,3,21,0.381,0
54,72873.51,9420.72,19,4,13,0.129,0
34,70369.07,17860.41,3,2,7,0.254,1
24,37140.15,10218.5,3,2,23,0.275,0
47,45746.34,11690.61,2,4,21,0.256,1
49,18092.3,2858.98,4,3,7,0.158,0
48,10000.0,8822.78,24,3,6,0.882,1
55,25418.95,10796.04,10,2,16,0.425,0
28,72461.95,17502.48,7,1,20,0.242,0
36,65601.61,19765.25,1,2,10,0.301,0
62,57668.73,10136.55,15,4,25,0.176,0
56,20847.51,13684.44,24,4,9,0.656,1
50,35766.81,28491.08,9,4,12,0.797,1
38,32843.58,16048.87,17,3,9,0.489,0
22,46680.03,10704.86,6,0,20,0.229,0
33,45418.93,1562.81,4,4,25,0.034,0
24,29960.86,8168.62,6,4,13,0.273,0
46,56984.34,7857.04,20,1,8,0.138,0
45,54578.93,30822.99,5,1,6,0.565,1
50,35423.54,8212.34,23,2,6,0.232,0
31,56085.57,15408.34,0,2,25,0.275,0
27,72485.71,17966.06,10,2,17,0.248,0
51,78561.22,23852.2,12,4,15,0.304,0
64,59813.24,15064.19,11,1,7,0.252,0
30,59225.36,10917.48,0,2,15,0.184,0
59,45197.22,10387.71,20,1,18,0.23,0
33,70594.26,17851.04,14,4,14,0.253,0
51,28592.97,9525.28,0,4,24,0.333,0
27,68277.0,6166.55,2,2,14,0.09,0
62,44247.91,10915.97,14,4,5,0.247,0
62,79818.74,4404.13,8,4,8,0.055,0
56,61764.13,29804.93,13,1,14,0.483,1
40,48642.68,19772.42,22,0,24,0.406,0
24,45270.25,27966.75,21,3,6,0.618,1
27,60512.26,18883.49,23,2,25,0.312,0
21,59542.49,27196.74,7,0,27,0.457,1
64,42033.14,17939.72,21,2,7,0.427,0
62,51836.72,20809.45,3,0,17,0.401,0
33,67927.8,1000.0,19,4,20,0.015,0
42,22732.87,7685.36,19,2,15,0.338,0
41,64517.56,15295.42,5,0,14,0.237,0
42,60424.29,15489.5,0,3,2,0.256,1
48,73732.95,14388.95,17,4,0,0.195,0
29,35686.93,18623.96,5,2,12,0.522,1
46,50114.32,18953.62,13,2,21,0.378,1
29,54101.37,21920.93,10,0,28,0.405,0
35,64775.93,20351.95,16,2,11,0.314,1
30,58582.34,24632.7,8,4,8,0.42,1
44,25208.9,24697.87,21,1,1,0.98,1
62,55820.88,16397.32,6,0,8,0.294,0
28,90084.58,31653.19,13,3,7,0.351,0
44,62235.15,25874.64,16,2,26,0.416,0
36,82760.94,8544.39,7,4,24,0.103,0
46,70861.23,18140.83,15,2,4,0.256,0
47,77248.04,1000.0,11,3,12,0.013,0
57,56199.37,1606.41,11,4,1,0.029,0
24,60436.9,11004.05,4,3,9,0.182,0
44,55110.36,7996.44,4,4,25,0.145,0
39,50086.82,11053.26,13,1,5,0.221,0
56,64843.9,17627.95,5,4,6,0.272,0
59,39579.96,24802.32,6,3,2,0.627,1
30,87707.65,24374.02,22,0,13,0.278,0
45,31439.74,18305.55,20,1,15,0.582,0
38,66227.76,6303.04,16,2,5,0.095,0
39,77573.43,10540.9,8,1,21,0.136,0
56,46467.56,20097.47,21,1,7,0.433,0
30,27740.45,8391.07,12,2,0,0.302,0
53,73110.59,4864.67,8,4,19,0.067,0
25,54067.91,18938.54,15,1,14,0.35,0
55,66266.32,14613.1,3,1,16,0.221,0
64,47810.91,13312.65,1,0,23,0.278,0
54,84638.49,23878.42,12,0,17,0.282,0
53,10000.0,23710.46,12,3,23,2.371,1
41,57523.55,29248.94,18,2,2,0.508,1
37,76834.99,9788.71,11,4,23,0.127,0
42,52106.78,18437.87,3,4,5,0.354,0
57,56047.17,15152.07,9,3,16,0.27,0
35,41319.76,17706.53,15,4,22,0.429,0
55,50413.77,5924.95,23,4,12,0.118,0
48,16562.87,3780.21,18,0,22,0.228,0
27,35631.37,14678.27,7,4,21,0.412,1
52,34264.9,8259.9,5,4,16,0.241,0
31,63382.48,22505.66,3,3,20,0.355,0
30,38572.6,2994.58,6,3,15,0.078,0
29,39150.49,3654.39,13,1,16,0.093,0
34,42441.53,11666.7,12,4,0,0.275,1
33,35027.11,2695.4,20,4,15,0.077,0
45,55380.45,28408.03,4,4,5,0.513,1
22,57552.63,13536.66,8,0,7,0.235,0
55,66500.37,10177.59,2,4,0,0.153,1
27,63055.0,18743.71,9,0,1,0.297,0
41,61055.15,22070.79,14,1,14,0.361,0
38,43420.63,16655.67,19,2,4,0.384,1
23,42137.92,14455.27,20,4,23,0.343,1
62,32575.78,7132.22,16,3,26,0.219,0
59,32215.13,20047.27,22,3,19,0.622,1
61,53885.23,26333.62,23,4,14,0.489,1
31,35611.68,13242.24,5,0,29,0.372,0
59,79366.48,8209.72,24,3,20,0.103,0
44,49249.98,16451.97,2,3,9,0.334,1
39,80027.8,15021.2,17,1,4,0.188,0
24,61435.34,5269.18,4,1,2,0.086,0
46,34455.27,10978.49,12,1,5,0.319,0
58,48759.08,29307.89,24,3,20,0.601,1
62,16530.95,4219.56,0,3,14,0.255,0
52,53808.51,9475.04,16,4,17,0.176,0
59,36284.63,7410.29,2,4,13,0.204,0
56,27730.84,8117.6,18,0,9,0.293,0
60,80442.94,11436.19,20,3,29,0.142,0
57,70611.75,18587.06,19,4,3,0.263,0
53,70060.78,25468.5,21,4,10,0.364,0
56,65642.23,16626.57,11,1,19,0.253,0
23,25302.22,9524.95,7,1,6,0.376,0
29,41990.41,27319.32,7,1,14,0.651,1
28,43209.93,1000.0,14,2,22,0.023,0
53,15805.26,20387.83,10,4,8,1.29,1
26,38859.98,6785.93,19,1,14,0.175,0
61,39078.04,14592.61,0,1,25,0.373,0
59,52519.98,19504.8,15,3,11,0.371,0
24,100647.75,2156.99,13,1,17,0.021,0
33,49582.07,16133.23,6,3,5,0.325,1
22,52530.29,16747.82,5,0,17,0.319,0
25,44995.79,26698.7,20,1,24,0.593,1
64,64754.26,36721.19,3,3,17,0.567,1
47,28521.66,2576.24,21,1,21,0.09,0
52,87920.75,26337.23,7,0,23,0.3,0
41,47516.82,14696.96,21,1,5,0.309,0
28,42096.2,8531.43,18,3,27,0.203,0
58,69400.74,17952.43,24,0,14,0.259,0
28,32181.55,4581.67,2,0,18,0.142,0
23,64385.02,5059.1,3,0,4,0.079,0
64,78103.4,1118.73,12,2,3,0.014,0
23,45173.14,19368.71,20,3,16,0.429,1
42,91056.83,17616.09,1,2,20,0.193,0
26,62885.83,8484.93,10,0,9,0.135,0
22,63133.89,27188.81,15,2,11,0.431,1
43,77317.31,9696.35,9,1,4,0.125,0
64,82614.7,25263.92,14,2,6,0.306,0
22,55236.78,15976.65,9,4,11,0.289,0
58,65938.11,9589.05,1,0,22,0.145,0
37,77926.83,14080.15,5,0,1,0.181,0
55,26763.78,4970.06,13,3,29,0.186,0
54,15409.95,16733.87,1,1,19,1.086,1
43,48848.92,15244.4,9,3,16,0.312,0
50,14930.17,19219.58,16,2,12,1.287,1
28,43720.1,22033.22,7,4,4,0.504,1
42,56287.47,15924.93,15,4,4,0.283,1
64,44487.22,3189.43,13,4,19,0.072,0
56,47168.14,22458.91,9,4,25,0.476,0
25,29966.67,15117.31,12,1,11,0.504,0
33,65762.87,1000.0,0,2,11,0.015,0
49,28730.73,17476.92,9,4,6,0.608,1
51,10000.0,18080.99,21,0,5,1.808,1
36,45853.22,12132.16,11,2,28,0.265,0
62,68300.4,13417.31,16,1,9,0.196,0
50,51596.62,10237.88,23,4,18,0.198,0
36,26704.06,18329.01,13,1,15,0.686,1
32,52039.02,16119.93,4,4,1,0.31,1
37,58766.07,7734.17,18,0,3,0.132,0
36,51806.33,27943.76,4,2,8,0.539,1
32,44708.32,9673.58,14,0,25,0.216,0
28,59720.77,1000.0,12,4,4,0.017,0
40,15231.46,11234.61,16,3,0,0.738,1
23,32120.89,23247.5,0,2,10,0.724,1
36,23895.84,13347.74,13,1,18,0.559,0
50,76967.73,1921.76,3,4,24,0.025,0
43,64240.63,6775.27,24,0,22,0.105,0
48,53702.5,6352.11,8,3,2,0.118,0
60,20987.57,10397.71,16,4,0,0.495,1
25,64882.96,12906.36,2,1,3,0.199,0
40,77730.8,18950.84,12,0,8,0.244,0
60,61429.89,16027.51,11,2,27,0.261,0
64,49296.45,16411.23,15,3,15,0.333,0
21,62634.36,29234.83,3,4,6,0.467,1
50,55458.32,21886.63,17,4,4,0.395,1
41,68521.52,21182.44,22,4,12,0.309,0
40,68073.71,1000.0,2,4,10,0.015,0
26,45578.69,8985.56,16,0,13,0.197,0
42,36787.17,2223.81,0,2,21,0.06,0
38,42003.54,8847.58,18,1,16,0.211,0
28,60717.01,21358.93,21,3,22,0.352,0
59,43211.21,11857.37,3,4,11,0.274,0
52,34989.41,23579.53,16,4,20,0.674,1
53,49980.93,20545.08,6,2,22,0.411,1
36,72149.14,15403.62,1,2,20,0.213,0
32,52702.16,23768.37,11,0,20,0.451,0
58,44475.64,25915.33,4,0,18,0.583,1
54,56408.64,18635.1,15,0,4,0.33,0
34,51680.78,16839.74,7,3,23,0.326,0
56,11327.26,20066.95,22,0,29,1.772,1
53,63935.18,3747.31,7,4,7,0.059,0
43,58149.17,14059.43,12,0,1,0.242,0
22,50323.44,14808.08,13,3,26,0.294,0
61,71247.13,12050.05,10,0,16,0.169,0
41,74259.99,8684.03,5,0,1,0.117,0
22,65975.37,22984.36,15,4,26,0.348,1
47,32993.98,16360.47,22,4,22,0.496,1
29,33685.78,17087.93,24,4,2,0.507,1
21,72346.71,26396.64,21,0,23,0.365,0
31,12455.52,13437.37,24,4,19,1.079,1
23,47023.05,11889.77,14,2,25,0.253,0
43,58796.52,25890.34,15,1,25,0.44,0
46,14991.85,3074.08,12,1,23,0.205,0
24,54686.86,15409.53,11,4,29,0.282,0
38,69088.58,9098.86,17,3,17,0.132,0
26,20288.48,17341.43,17,4,28,0.855,1
55,83163.4,19575.72,13,4,29,0.235,0
42,29803.4,20020.73,1,0,14,0.672,1
63,61494.72,23209.91,21,3,4,0.377,0
35,48328.07,12979.78,1,4,21,0.269,0
42,51390.31,13478.23,2,2,16,0.262,0
57,24330.1,19212.82,23,1,13,0.79,1
62,75209.46,22100.01,7,2,0,0.294,0
32,56517.67,4597.57,10,2,13,0.081,0
62,82416.8,17512.97,11,2,8,0.212,0
58,24851.66,11838.05,3,3,4,0.476,1
38,46375.31,15697.22,8,3,29,0.338,0
55,54190.58,12146.49,23,3,3,0.224,0
50,51207.66,9218.03,16,1,29,0.18,0
44,63335.71,6851.81,23,0,0,0.108,0
62,46121.63,13791.81,15,4,2,0.299,1
50,92440.52,17867.25,16,4,28,0.193,0
34,50796.85,10175.94,14,0,19,0.2,0
26,10000.0,24518.5,19,4,10,2.452,1
23,51684.02,34667.6,21,2,15,0.671,1
36,75229.28,18305.0,6,1,10,0.243,0
27,31533.88,14670.12,9,4,20,0.465,1
34,30264.9,7701.9,3,1,29,0.254,0
29,33192.21,17960.46,23,0,9,0.541,0
35,28470.46,26817.41,23,4,11,0.942,1
41,40411.97,30587.84,13,1,29,0.757,1
55,68185.94,26169.25,13,2,4,0.384,0
22,80526.65,21746.48,13,2,9,0.27,0
47,10000.0,18281.55,24,0,23,1.828,1
22,42430.91,6610.66,13,3,12,0.156,0
55,56053.96,14202.23,21,4,28,0.253,0
38,54053.57,13272.97,19,2,18,0.246,0
34,87998.79,14254.37,17,2,6,0.162,0
40,10000.0,9244.7,14,0,29,0.924,0
38,10000.0,21062.9,22,2,15,2.106,1
30,91244.25,12809.08,18,4,28,0.14,0
45,65068.67,12159.76,12,0,5,0.187,0
22,38572.57,9271.79,11,1,9,0.24,0
45,53431.98,16858.4,18,0,26,0.316,0
53,54864.35,26974.2,18,4,9,0.492,1
56,38089.58,14918.33,19,4,25,0.392,1
51,52835.57,17253.92,1,1,10,0.327,0
34,57096.27,30482.08,20,0,21,0.534,0
21,90310.61,24627.54,2,4,9,0.273,1
36,69269.02,19701.96,9,4,24,0.284,0
23,84786.46,19365.58,4,1,13,0.228,0
55,23128.57,10175.47,11,3,14,0.44,1
61,43056.05,9393.04,6,0,6,0.218,0
26,54844.94,16131.27,8,4,12,0.294,1
45,11577.98,16334.19,1,2,10,1.411,1
33,73637.19,8201.88,24,1,6,0.111,0
54,62844.2,20626.37,9,3,10,0.328,0
28,42656.83,12781.62,5,3,13,0.3,0
